,ra,dec
3957,149.479471972,2.80184149335
3958,149.479927775,2.89379172565
3959,149.486537269,2.81141743287
3961,149.497421465,2.78088369796
3969,149.561536789,2.77814382514
3970,149.319291526,2.64490417128
3971,149.319758045,2.64913054891
3975,149.383397882,2.71707927942
3977,149.393835423,2.59887099732
3983,149.46674364,1.89649561265
3984,149.472253071,1.91888835979
3985,149.473248866,1.9570516993
3989,149.524226297,1.83472517248
3990,149.564670879,1.82319628183
3991,149.575511819,1.87375002703
3995,149.48646832,1.62551288209
3996,149.489581065,1.79371932445
3999,149.506071191,1.80914562127
4003,149.517108093,1.60698931243
4006,149.563837603,1.79424912044
4007,149.58649026,1.76926211922
4008,149.612522313,1.86028895914
4009,149.627643482,1.90454215361
4010,149.758722148,1.75518632751
4011,149.758775128,1.80833470881
4012,149.770753822,1.74656877281
4013,149.778701629,1.72027136897
4014,149.786629788,1.76450394161
4015,149.816206204,1.86501069591
